tweet_id	retweet_count	favorite_count
838952994649550848	3753	18784.0
838921590096166913	1910	10647.0
838916489579200512	31	0.0
838831947270979586	10323	0.0
838561493054533637	1256	10484.0
838476387338051585	4448	21449.0
838201503651401729	9420	0.0
838150277551247360	313	1590.0
838085839343206401	1	134.0
838083903487373313	2917	16856.0
837820167694528512	7336	32533.0
837482249356513284	417	3690.0
837471256429613056	2115	12250.0
837110210464448512	2222	15383.0
836989968035819520	2163	12220.0
836753516572119041	4358	18517.0
836677758902222849	2081	12097.0
836648853927522308	518	0.0
836397794269200385	25774	0.0
836380477523124226	2811	14172.0
836260088725786625	4075	20416.0
836001077879255040	4000	18288.0
835685285446955009	7646	0.0
835574547218894849	3389	17037.0
835536468978302976	1581	0.0
835309094223372289	19671	0.0
835297930240217089	2815	15790.0
835264098648616962	1581	7393.0
835246439529840640	65	2019.0
835172783151792128	5407	25098.0
835152434251116546	2828	21435.0
834931633769889797	1521	10324.0
834786237630337024	5210	20633.0
834574053763584002	2365	13070.0
834477809192075265	10021	0.0
834458053273591808	1580	9227.0
834209720923721728	4450	19666.0
834167344700198914	3454	15163.0
834089966724603904	2015	9630.0
834086379323871233	2075	12513.0
833863086058651648	2263	12908.0
833826103416520705	3560	17422.0
833732339549220864	208	0.0
833722901757046785	3065	20070.0
833479644947025920	1929	14297.0
833124694597443584	4564	19407.0
832998151111966721	2071	12704.0
832769181346996225	38	0.0
832757312314028032	3413	16192.0
832682457690300417	2738	11394.0
832645525019123713	502	2806.0
832636094638288896	2627	15241.0
832397543355072512	2084	11477.0
832369877331693569	3013	16469.0
832273440279240704	2209	10898.0
832215909146226688	5873	0.0
832215726631055365	8799	0.0
832088576586297345	2	61.0
832040443403784192	9046	0.0
832032802820481025	4401	17131.0
831939777352105988	5802	22996.0
831926988323639298	34	324.0
831911600680497154	6133	26413.0
831670449226514432	1720	10011.0
831650051525054464	1827	6850.0
831552930092285952	2210	8639.0
831322785565769729	1477	8934.0
831315979191906304	1055	6288.0
831309418084069378	2327	11337.0
831262627380748289	1945	11422.0
830956169170665475	1413	7683.0
830583320585068544	15795	63950.0
830173239259324417	5367	0.0
830097400375152640	2771	9364.0
829878982036299777	4730	0.0
829861396166877184	1831	11785.0
829501995190984704	10021	30524.0
829449946868879360	1904	10091.0
829141528400556032	6937	23400.0
829011960981237760	15512	51334.0
828801551087042563	3241	0.0
828770345708580865	5539	24601.0
828708714936930305	10612	35055.0
828650029636317184	1270	9156.0
828409743546925057	1103	6139.0
828408677031882754	1223	7403.0
828381636999917570	2111	12133.0
828376505180889089	1013	7122.0
828372645993398273	2780	12128.0
828361771580813312	169	2101.0
828046555563323392	2720	11302.0
828011680017821696	2045	9979.0
827933404142436356	4955	19273.0
827653905312006145	2866	14921.0
827600520311402496	880	7213.0
827324948884643840	2868	15263.0
827199976799354881	2111	10209.0
826958653328592898	4730	20766.0
826848821049180160	9593	34784.0
826615380357632002	3773	0.0
826598799820865537	234	4952.0
826598365270007810	2227	9646.0
826476773533745153	3995	17717.0
826240494070030336	2469	12792.0
826204788643753985	872	4701.0
826115272272650244	2942	15055.0
825876512159186944	1768	10107.0
825829644528148480	2384	12292.0
825535076884762624	16751	55079.0
825147591692263424	4297	17638.0
825120256414846976	1184	0.0
825026590719483904	1184	6024.0
824796380199809024	5228	0.0
824775126675836928	3337	14386.0
824663926340194305	1681	10134.0
824325613288833024	10125	11408.0
824297048279236611	3661	14527.0
824025158776213504	573	4669.0
823939628516474880	2588	10271.0
823719002937630720	10607	0.0
823699002998870016	2390	13482.0
823581115634085888	2496	12534.0
823333489516937216	21	677.0
823322678127919110	3810	15147.0
823269594223824897	9415	0.0
822975315408461824	3278	16726.0
822872901745569793	40960	126699.0
822859134160621569	2165	12754.0
822647212903690241	6085	0.0
822610361945911296	2793	14281.0
822489057087389700	6085	17491.0
822462944365645825	13516	26875.0
822244816520155136	9415	33742.0
822163064745328640	4505	0.0
821886076407029760	2191	10904.0
821813639212650496	3191	0.0
821765923262631936	1589	8094.0
821522889702862852	1660	7740.0
821421320206483457	5284	0.0
821407182352777218	4102	11321.0
821153421864615936	9	240.0
821149554670182400	1862	8296.0
821107785811234820	2022	9253.0
821044531881721856	2173	12224.0
820837357901512704	6391	0.0
820749716845686786	9420	30477.0
820690176645140481	3069	11815.0
820494788566847489	536	0.0
820446719150292993	2449	0.0
820314633777061888	536	3238.0
820078625395449857	5962	19068.0
820013781606658049	1114	0.0
819952236453363712	1114	5132.0
819924195358416896	4645	12500.0
819711362133872643	2958	12903.0
819588359383371776	1907	9337.0
819347104292290561	1141	6989.0
819238181065359361	389	2182.0
819227688460238848	6391	22237.0
819015337530290176	35356	0.0
819015331746349057	18190	0.0
819006400881917954	18190	43873.0
819004803107983360	35356	84347.0
818646164899774465	19938	0.0
818627210458333184	7221	21659.0
818614493328580609	2412	9504.0
818588835076603904	5813	0.0
818536468981415936	2327	10481.0
818307523543449600	7662	0.0
818259473185828864	2141	10631.0
818145370475810820	2426	11844.0
817908911860748288	757	4692.0
817827839487737858	25774	49678.0
817777686764523521	2568	10425.0
817536400337801217	2793	11365.0
817502432452313088	3227	0.0
817423860136083457	13951	32562.0
817415592588222464	908	5408.0
817181837579653120	8066	0.0
817171292965273600	1925	8474.0
817120970343411712	2479	11790.0
817056546584727552	1563	8312.0
816829038950027264	4493	0.0
816816676327063552	1936	9677.0
816697700272001025	2092	9457.0
816450570814898180	7662	29313.0
816336735214911488	1850	8326.0
816091915477250048	2033	8652.0
816062466425819140	968	0.0
816014286006976512	5008	0.0
815990720817401858	968	4781.0
815966073409433600	8066	21611.0
815745968457060357	3953	0.0
815736392542261248	2168	9529.0
815639385530101762	1578	7957.0
815390420867969024	3652	10031.0
814986499976527872	1217	7411.0
814638523311648768	2581	10928.0
814578408554463233	5587	0.0
814530161257443328	1771	8361.0
814153002265309185	8280	27838.0
813944609378369540	3042	0.0
813910438903693312	1775	9028.0
813812741911748608	13364	35287.0
813800681631023104	1687	8058.0
813217897535406080	6987	18030.0
813202720496779264	1745	8957.0
813187593374461952	4159	19252.0
813172488309972993	1845	8996.0
813157409116065792	2103	7530.0
813142292504645637	2292	8249.0
813130366689148928	427	4357.0
813127251579564032	2978	11448.0
813112105746448384	2623	9988.0
813096984823349248	3469	10248.0
813081950185472002	2659	9617.0
813066809284972545	1873	7703.0
813051746834595840	7032	20338.0
812781120811126785	1821	7300.0
812709060537683968	1382	6430.0
812503143955202048	1175	5879.0
812466873996607488	1834	7737.0
812372279581671427	3513	13218.0
811985624773361665	1342	7058.0
811744202451197953	1524	7322.0
811647686436880384	705	5433.0
811627233043480576	2931	12336.0
811386762094317568	6113	20282.0
810984652412424192	1365	5160.0
810896069567610880	1680	8726.0
810657578271330305	2524	10639.0
810284430598270976	10754	34087.0
810254108431155201	3241	14257.0
809920764300447744	3773	15099.0
809808892968534016	4688	0.0
809448704142938112	1404	6744.0
809220051211603969	5367	19298.0
809084759137812480	3390	12818.0
808838249661788160	2924	9845.0
808733504066486276	2073	7666.0
808501579447930884	2493	10989.0
808344865868283904	19938	41090.0
808134635716833280	5652	0.0
808106460588765185	2116	8568.0
808001312164028416	3386	12137.0
807621403335917568	3470	14156.0
807106840509214720	52984	114262.0
807059379405148160	7047	0.0
807010152071229440	3716	12747.0
806629075125202948	33158	72187.0
806620845233815552	5284	0.0
806576416489959424	1877	4748.0
806542213899489280	2273	9920.0
806242860592926720	11150	0.0
806219024703037440	1157	6275.0
805958939288408065	5133	0.0
805932879469572096	1851	8065.0
805826884734976000	1750	6379.0
805823200554876929	7684	0.0
805520635690676224	1591	5598.0
805487436403003392	2432	8548.0
805207613751304193	1659	7630.0
804738756058218496	3679	13274.0
804475857670639616	1940	5972.0
804413760345620481	3093	0.0
804026241225523202	15439	43045.0
803773340896923648	2628	9757.0
803692223237865472	7124	0.0
803638050916102144	3982	10619.0
803380650405482500	1806	7543.0
803321560782307329	5086	0.0
803276597545603072	2350	9742.0
802952499103731712	1920	8776.0
802624713319034886	2791	0.0
802600418706604034	1404	6912.0
802572683846291456	2419	8708.0
802323869084381190	5625	15718.0
802265048156610565	1331	6749.0
802239329049477120	2516	8843.0
802185808107208704	263	0.0
801958328846974976	1646	7526.0
801854953262350336	228	1755.0
801538201127157760	2000	7991.0
801285448605831168	790	5872.0
801167903437357056	5652	23695.0
801127390143516673	3801	0.0
801115127852503040	2018	7835.0
800859414831898624	94	664.0
800855607700029440	1547	0.0
800751577355128832	2689	10299.0
800513324630806528	2884	12778.0
800459316964663297	2102	9239.0
800443802682937345	4138	0.0
800388270626521089	2680	10836.0
800188575492947969	3791	0.0
800141422401830912	2449	14842.0
800018252395122689	12616	27491.0
799774291445383169	4475	0.0
799757965289017345	2057	8147.0
799422933579902976	1844	7845.0
799308762079035393	5220	0.0
799297110730567681	2631	9590.0
799063482566066176	2389	7856.0
798933969379225600	4284	12703.0
798925684722855936	1390	7311.0
798705661114773508	6384	0.0
798701998996647937	7440	0.0
798697898615730177	6259	0.0
798694562394996736	4764	0.0
798686750113755136	2234	0.0
798682547630837760	4559	0.0
798673117451325440	5355	0.0
798665375516884993	3766	0.0
798644042770751489	1782	0.0
798628517273620480	1901	0.0
798585098161549313	5429	0.0
798576900688019456	5613	0.0
798340744599797760	3214	0.0
798209839306514432	2469	10133.0
797971864723324932	2982	11235.0
797545162159308800	4705	14152.0
797236660651966464	6317	19352.0
797165961484890113	25	218.0
796904159865868288	8590	0.0
796865951799083009	1869	7479.0
796759840936919040	2918	11457.0
796563435802726400	6933	0.0
796484825502875648	1685	7341.0
796387464403357696	3995	10695.0
796177847564038144	13693	0.0
796149749086875649	13693	31224.0
796125600683540480	1731	4838.0
796116448414461957	2310	8827.0
796080075804475393	2215	8202.0
796031486298386433	3588	10495.0
795464331001561088	22544	47888.0
795400264262053889	2753	9732.0
795076730285391872	5228	15710.0
794983741416415232	3228	0.0
794926597468000259	2209	9919.0
794355576146903043	9882	0.0
794332329137291264	2587	9342.0
794205286408003585	3196	8978.0
793962221541933056	4688	16287.0
793845145112371200	1786	8963.0
793614319594401792	3009	0.0
793601777308463104	1553	7761.0
793500921481273345	2282	10359.0
793286476301799424	8799	23857.0
793271401113350145	2311	8455.0
793256262322548741	8016	19360.0
793241302385262592	3161	10206.0
793226087023144960	2774	9508.0
793210959003287553	2679	8663.0
793195938047070209	5400	14777.0
793180763617361921	1919	6708.0
793165685325201412	2680	9098.0
793150605191548928	1631	5979.0
793135492858580992	2414	6226.0
793120401413079041	3762	12269.0
792913359805018113	3805	13895.0
792883833364439040	4103	10970.0
792773781206999040	1622	7158.0
792394556390137856	4123	13012.0
792050063153438720	1705	6914.0
791821351946420224	20267	0.0
791784077045166082	9152	0.0
791780927877898241	3672	0.0
791774931465953280	21288	43622.0
791672322847637504	3009	11419.0
791406955684368384	3953	12758.0
791312159183634433	2429	8501.0
791026214425268224	3916	0.0
790987426131050500	2047	9515.0
790946055508652032	4493	16212.0
790723298204217344	2209	0.0
790698755171364864	1849	7986.0
790581949425475584	6827	20015.0
790337589677002753	1818	7606.0
790277117346975746	3042	12197.0
790227638568808452	3410	0.0
789986466051088384	2209	8993.0
789960241177853952	3939	0.0
789903600034189313	3971	10008.0
789628658055020548	1688	7254.0
789599242079838210	1844	6532.0
789530877013393408	3228	11367.0
789314372632018944	2191	8373.0
789280767834746880	4697	0.0
789268448748703744	2510	8854.0
789137962068021249	2671	9430.0
788908386943430656	11972	26618.0
788765914992902144	9882	26498.0
788552643979468800	6841	0.0
788412144018661376	5052	15046.0
788178268662984705	2016	7038.0
788150585577050112	1224	5928.0
788070120937619456	3292	0.0
788039637453406209	1261	5936.0
787810552592695296	2913	8329.0
787717603741622272	2655	9934.0
787397959788929025	2737	10553.0
787322443945877504	1661	7564.0
787111942498508800	6458	0.0
786963064373534720	7646	25825.0
786729988674449408	2328	0.0
786709082849828864	5873	17717.0
786664955043049472	2429	10251.0
786595970293370880	3008	9201.0
786363235746385920	3310	10514.0
786286427768250368	2710	7714.0
786233965241827333	4505	14741.0
786051337297522688	151	1384.0
786036967502913536	6665	0.0
785927819176054784	3063	11045.0
785872687017132033	1719	6489.0
785639753186217984	2144	7617.0
785533386513321988	1891	8794.0
785515384317313025	1200	5941.0
785264754247995392	1559	7034.0
785170936622350336	4607	11621.0
784826020293709826	3093	9772.0
784517518371221505	2411	8678.0
784431430411685888	1222	5549.0
784183165795655680	7684	19379.0
784057939640352768	10607	28752.0
783839966405230592	10323	28977.0
783821107061198850	1873	7124.0
783695101801398276	3070	10102.0
783466772167098368	2141	8156.0
783391753726550016	5210	16334.0
783347506784731136	5296	0.0
783334639985389568	11150	28111.0
783085703974514689	2082	7886.0
782969140009107456	7047	23337.0
782747134529531904	1349	7223.0
782722598790725632	5133	16660.0
782598640137187329	1799	7546.0
782305867769217024	5284	16064.0
782021823840026624	5907	0.0
781955203444699136	3205	10788.0
781661882474196992	2590	10089.0
781655249211752448	1081	3857.0
781524693396357120	5284	20023.0
781308096455073793	2442	6893.0
781251288990355457	1979	8102.0
781163403222056960	2629	9475.0
780931614150983680	6933	20921.0
780858289093574656	1917	6944.0
780800785462489090	1233	5288.0
780601303617732608	3191	11680.0
780543529827336192	1668	6082.0
780496263422808064	3503	0.0
780476555013349377	108	0.0
780459368902959104	1022	5105.0
780192070812196864	2142	8397.0
780092040432480260	2196	0.0
780074436359819264	4705	11675.0
779834332596887552	6665	18154.0
779377524342161408	2963	8449.0
779124354206535695	17399	0.0
779056095788752897	4314	14225.0
778990705243029504	6815	19196.0
778774459159379968	9394	0.0
778764940568104960	347	833.0
778748913645780993	1242	6630.0
778650543019483137	1418	5546.0
778624900596654080	964	4442.0
778408200802557953	4103	13147.0
778396591732486144	11610	0.0
778383385161035776	1042	5620.0
778286810187399168	3145	9989.0
778039087836069888	2520	8170.0
778027034220126208	1527	6334.0
777953400541634568	3352	0.0
777885040357281792	1552	6130.0
777684233540206592	2791	10830.0
777641927919427584	4019	0.0
777621514455814149	2388	8421.0
777189768882946048	4095	13653.0
776819012571455488	12984	0.0
776813020089548800	1143	4701.0
776477788987613185	2631	8461.0
776249906839351296	8669	0.0
776218204058357768	15063	28695.0
776201521193218049	2394	9213.0
776113305656188928	4138	11355.0
776088319444877312	145	1757.0
775898661951791106	15916	0.0
775842724423557120	2519	11272.0
775733305207554048	3801	13365.0
775729183532220416	4390	12503.0
775364825476165632	2802	7101.0
775350846108426240	3716	9787.0
775085132600442880	4475	14958.0
774757898236878852	1695	8305.0
774639387460112384	1647	6486.0
774314403806253056	5220	20972.0
773985732834758656	3671	10357.0
773922284943896577	1660	6180.0
773704687002451968	1538	6367.0
773670353721753600	1255	5161.0
773547596996571136	5813	21247.0
773336787167145985	4806	0.0
773308824254029826	7112	22477.0
773247561583001600	3090	9106.0
773191612633579521	3919	9604.0
772877495989305348	3677	8238.0
772826264096874500	2252	7731.0
772615324260794368	3206	0.0
772581559778025472	1622	6254.0
772193107915964416	1314	5777.0
772152991789019136	1081	3670.0
772117678702071809	698	3617.0
772114945936949249	449	2627.0
772102971039580160	886	3841.0
771908950375665664	1793	6310.0
771770456517009408	3214	11536.0
771500966810099713	2480	7955.0
771380798096281600	4806	10117.0
771171053431250945	7049	0.0
771136648247640064	2772	8794.0
771102124360998913	1367	5981.0
771014301343748096	1574	6628.0
770787852854652928	1140	4739.0
770772759874076672	1350	4980.0
770655142660169732	1703	7080.0
770414278348247044	1987	6081.0
770293558247038976	1388	5961.0
770093767776997377	2884	0.0
770069151037685760	2169	7293.0
769940425801170949	9046	29988.0
769695466921623552	1597	6183.0
769335591808995329	7324	0.0
769212283578875904	1635	5179.0
768970937022709760	6150	13693.0
768909767477751808	2526	0.0
768855141948723200	848	4021.0
768609597686943744	1131	3937.0
768596291618299904	1216	4833.0
768554158521745409	5512	0.0
768473857036525572	3237	13059.0
768193404517830656	3352	10437.0
767884188863397888	1289	4557.0
767754930266464257	5086	15327.0
767500508068192258	2207	7201.0
767191397493538821	3579	11803.0
767122157629476866	2716	9756.0
766793450729734144	1283	4840.0
766714921925144576	359	2508.0
766693177336135680	753	3858.0
766423258543644672	1491	5757.0
766313316352462849	1779	6495.0
766078092750233600	2487	0.0
766069199026450432	802	4040.0
766008592277377025	471	3604.0
765719909049503744	2043	6942.0
765669560888528897	1169	4967.0
765395769549590528	3205	25667.0
765371061932261376	2061	6805.0
765222098633691136	3206	11155.0
764857477905154048	1683	6201.0
764259802650378240	1429	5767.0
763956972077010945	51	741.0
763837565564780549	3916	12031.0
763183847194451968	1396	5150.0
763167063695355904	2838	0.0
763103485927849985	2180	7073.0
762699858130116608	3410	11615.0
762471784394268675	6060	10738.0
762464539388485633	3939	9874.0
762316489655476224	1056	4592.0
762035686371364864	14667	30453.0
761976711479193600	1883	5176.0
761750502866649088	3692	0.0
761745352076779520	822	4110.0
761672994376806400	27450	47275.0
761599872357261312	1121	3957.0
761371037149827077	17110	0.0
761334018830917632	1376	4956.0
761292947749015552	1031	4297.0
761227390836215808	1486	5116.0
761004547850530816	3292	10876.0
760893934457552897	914	3654.0
760656994973933572	1793	6310.0
760641137271070720	1216	4781.0
760539183865880579	3428	7233.0
760521673607086080	1316	4010.0
760290219849637889	10836	25660.0
760252756032651264	816	3781.0
760190180481531904	1686	5457.0
760153949710192640	30	0.0
759943073749200896	1970	5687.0
759846353224826880	1864	6431.0
759793422261743616	1803	5700.0
759557299618865152	1134	4486.0
759447681597108224	2328	8126.0
759446261539934208	463	1604.0
759197388317847553	1839	5818.0
759159934323924993	1099	0.0
759099523532779520	3917	13897.0
759047813560868866	1898	6199.0
758854675097526272	859	3399.0
758828659922702336	3649	10719.0
758740312047005698	1527	5486.0
758474966123810816	939	3629.0
758467244762497024	2081	4591.0
758405701903519748	1803	4979.0
758355060040593408	998	3227.0
758099635764359168	9394	18142.0
758041019896193024	348	2586.0
757741869644341248	3093	6566.0
757729163776290825	7410	0.0
757725642876129280	1140	4336.0
757611664640446465	1031	4381.0
757597904299253760	284	0.0
757596066325864448	988	4159.0
757400162377592832	6473	14465.0
757393109802180609	1626	5553.0
757354760399941633	1331	4309.0
756998049151549440	1884	6000.0
756939218950160384	1898	6354.0
756651752796094464	1225	4815.0
756526248105566208	3392	9936.0
756303284449767430	1039	3777.0
756288534030475264	16709	42113.0
756275833623502848	1441	6094.0
755955933503782912	2701	6976.0
755206590534418437	5032	15681.0
755110668769038337	10462	20226.0
754874841593970688	7442	0.0
754856583969079297	2361	6598.0
754747087846248448	491	2468.0
754482103782404096	1835	5049.0
754449512966619136	692	3579.0
754120377874386944	2218	7549.0
753655901052166144	2052	5573.0
753420520834629632	3329	7510.0
753398408988139520	1784	5477.0
753375668877008896	2196	7291.0
753298634498793472	5350	0.0
753294487569522689	979	3198.0
753039830821511168	19671	35369.0
753026973505581056	896	3748.0
752932432744185856	6458	12031.0
752917284578922496	1476	6640.0
752701944171524096	2699	0.0
752682090207055872	1494	5747.0
752660715232722944	1465	4166.0
752568224206688256	2145	5243.0
752519690950500352	3237	7020.0
752334515931054080	1033	3662.0
752309394570878976	15243	0.0
752173152931807232	1721	5677.0
751950017322246144	859	2913.0
751937170840121344	1230	4935.0
751830394383790080	1833	5553.0
751793661361422336	2705	5522.0
751598357617971201	2885	7593.0
751583847268179968	1029	4194.0
751538714308972544	1178	4823.0
751456908746354688	942	3079.0
751251247299190784	5519	11967.0
751205363882532864	1709	6023.0
751132876104687617	1214	4825.0
750868782890057730	1284	4562.0
750719632563142656	4697	12539.0
750506206503038976	1077	4230.0
750429297815552001	4019	12566.0
750383411068534784	1073	4345.0
750381685133418496	28	680.0
750147208377409536	904	2978.0
750132105863102464	1209	3451.0
750117059602808832	1237	4155.0
750101899009982464	794	2911.0
750086836815486976	501	2071.0
750071704093859840	3109	7422.0
